timestamp,target
2024-01-07T03:00:00,106.31
2024-01-08T04:00:00,125.93
2024-01-09T05:00:00,111.25
2024-01-10T06:00:00,105.04
2024-01-11T07:00:00,99.02
2024-01-12T08:00:00,108.89
2024-01-13T09:00:00,124.73
2024-01-14T10:00:00,118.76
2024-01-15T11:00:00,117.59
2024-01-16T12:00:00,87.04
2024-01-17T13:00:00,118.01
2024-01-18T14:00:00,116.56
2024-01-19T15:00:00,105.6
2024-01-20T16:00:00,104.93
2024-01-21T17:00:00,111.28
2024-01-22T18:00:00,128.65
2024-01-23T19:00:00,100.95
2024-01-24T20:00:00,107.32
2024-01-25T21:00:00,125.32
2024-01-26T22:00:00,107.34
2024-01-27T23:00:00,108.26
2024-01-28T00:00:00,112.98
2024-01-29T01:00:00,99.69
2024-01-30T02:00:00,114.4
2024-01-31T03:00:00,100.2
2024-01-01T04:00:00,121.25
2024-01-02T05:00:00,112.53
2024-01-03T06:00:00,135.43
2024-01-04T07:00:00,115.51
2024-01-05T08:00:00,126.46
2024-01-06T09:00:00,99.87
2024-01-07T10:00:00,111.78
2024-01-08T11:00:00,116.33
2024-01-09T12:00:00,130.66
2024-01-10T13:00:00,96.49
2024-01-11T14:00:00,123.31
2024-01-12T15:00:00,119.41
2024-01-13T16:00:00,128.94
2024-01-14T17:00:00,120.82
2024-01-15T18:00:00,114.32
2024-01-16T19:00:00,108.68
2024-01-17T20:00:00,101.52
2024-01-18T21:00:00,116.05
2024-01-19T22:00:00,112.28
2024-01-20T23:00:00,134.5
2024-01-21T00:00:00,108.29
2024-01-22T01:00:00,117.7
2024-01-23T02:00:00,98.91
2024-01-24T03:00:00,110.75
2024-01-25T04:00:00,117.41
2024-01-26T05:00:00,123.14
2024-01-27T06:00:00,129.48
2024-01-28T07:00:00,114.66
2024-01-29T08:00:00,104.03
2024-01-30T09:00:00,119.88
2024-01-31T10:00:00,120.57
2024-01-01T11:00:00,120.42
2024-01-02T12:00:00,108.6
2024-01-03T13:00:00,127.03
2024-01-04T14:00:00,116.68
2024-01-05T15:00:00,122.9
2024-01-06T16:00:00,128.74
2024-01-07T17:00:00,122.19
2024-01-08T18:00:00,119.07
2024-01-09T19:00:00,137.83
2024-01-10T20:00:00,118.84
2024-01-11T21:00:00,113.54
2024-01-12T22:00:00,117.72
2024-01-13T23:00:00,131.53
2024-01-14T00:00:00,117.99
2024-01-15T01:00:00,122.09
2024-01-16T02:00:00,128.96
2024-01-17T03:00:00,111.97
2024-01-18T04:00:00,99.93
2024-01-19T05:00:00,120.29
2024-01-20T06:00:00,119.7
2024-01-21T07:00:00,111.42
2024-01-22T08:00:00,126.31
2024-01-23T09:00:00,123.78
2024-01-24T10:00:00,107.85
2024-01-25T11:00:00,123.08
2024-01-26T12:00:00,116.04
2024-01-27T13:00:00,103.27
2024-01-28T14:00:00,122.73
2024-01-29T15:00:00,117.85
2024-01-30T16:00:00,110.95
2024-01-31T17:00:00,123.73
2024-01-01T18:00:00,123.48
2024-01-02T19:00:00,112.92
2024-01-03T20:00:00,122.8
2024-01-04T21:00:00,129.05
2024-01-05T22:00:00,111.87
2024-01-06T23:00:00,122.91
2024-01-07T00:00:00,119.23
2024-01-08T01:00:00,141.96
2024-01-09T02:00:00,100.78
2024-01-10T03:00:00,126.45
2024-01-11T04:00:00,116.54
2024-01-12T05:00:00,118.7
2024-01-13T06:00:00,138.82
2024-01-14T07:00:00,119.81
